序号,文件名,本地路径,发布人,发布时间,发布内容,评论数,评论内容
381,V5bCQAzNzcxNDQ5OTZrq7NpvOrpIA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZrq7NpvOrpIA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:15,2026.03.10 PVG T2 浦东机场二号航站楼国际和港澳台出发区71号休息室，中国国际航空头等舱公务舱休息室。 区域和体量非常的大，软饮跟餐食的质量更是没得说，而且据说更新还算比较频繁，种类也非常的多，水甚至提供了5100，算是很好的了。 装修风格和整体的气质有点老派甚至老气，甚至还有商务中心这种上个时代的东西，休息空间相对吉祥来说是比较缺乏的，因为基本只有沙发，但是整体体验相当不错。 个人建议睡觉去吉祥，吃饭去国航。,0,
382,V5bCQAzNzcxNDQ5OTZqq7NpUaURIQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZqq7NpUaURIQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:15,2026.03.10 PVG T2 浦东机场二号航站楼国际和港澳台出发区71号休息室，中国国际航空头等舱公务舱休息室。 区域和体量非常的大，软饮跟餐食的质量更是没得说，而且据说更新还算比较频繁，种类也非常的多，水甚至提供了5100，算是很好的了。 装修风格和整体的气质有点老派甚至老气，甚至还有商务中心这种上个时代的东西，休息空间相对吉祥来说是比较缺乏的，因为基本只有沙发，但是整体体验相当不错。 个人建议睡觉去吉祥，吃饭去国航。,0,
383,V5bCQAzNzcxNDQ5OTZpq7NpNMvzIA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZpq7NpNMvzIA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:15,2026.03.10 PVG T2 浦东机场二号航站楼国际和港澳台出发区71号休息室，中国国际航空头等舱公务舱休息室。 区域和体量非常的大，软饮跟餐食的质量更是没得说，而且据说更新还算比较频繁，种类也非常的多，水甚至提供了5100，算是很好的了。 装修风格和整体的气质有点老派甚至老气，甚至还有商务中心这种上个时代的东西，休息空间相对吉祥来说是比较缺乏的，因为基本只有沙发，但是整体体验相当不错。 个人建议睡觉去吉祥，吃饭去国航。,0,
384,V5bCQAzNzcxNDQ5OTZoq7NpuUX4IA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZoq7NpuUX4IA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:15,2026.03.10 PVG T2 浦东机场二号航站楼国际和港澳台出发区71号休息室，中国国际航空头等舱公务舱休息室。 区域和体量非常的大，软饮跟餐食的质量更是没得说，而且据说更新还算比较频繁，种类也非常的多，水甚至提供了5100，算是很好的了。 装修风格和整体的气质有点老派甚至老气，甚至还有商务中心这种上个时代的东西，休息空间相对吉祥来说是比较缺乏的，因为基本只有沙发，但是整体体验相当不错。 个人建议睡觉去吉祥，吃饭去国航。,0,
385,V5bCQAzNzcxNDQ5OTaUqrNp9tyPEQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaUqrNp9tyPEQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
386,V5bCQAzNzcxNDQ5OTaTqrNptTmUEQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaTqrNptTmUEQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
387,V5bCQAzNzcxNDQ5OTaSqrNpGJuiEQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaSqrNpGJuiEQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
388,V5bCQAzNzcxNDQ5OTaRqrNp9jOoEQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaRqrNp9jOoEQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
389,V5bCQAzNzcxNDQ5OTaQqrNp8XilEQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaQqrNp8XilEQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
390,V5bCQAzNzcxNDQ5OTaPqrNpjmG9EQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaPqrNpjmG9EQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
391,V5bCQAzNzcxNDQ5OTaOqrNp7.HDEQ!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaOqrNp7.HDEQ!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
392,V5bCQAzNzcxNDQ5OTaNqrNplgvVEQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaNqrNplgvVEQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
393,V5bCQAzNzcxNDQ5OTaMqrNp.NbhEQ!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaMqrNp.NbhEQ!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
394,V5bCQAzNzcxNDQ5OTaLqrNpw0biEQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaLqrNpw0biEQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
395,V5bCQAzNzcxNDQ5OTaKqrNpGhL_EQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaKqrNpGhL_EQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
396,V5bCQAzNzcxNDQ5OTaJqrNpie_.EQ!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaJqrNpie_.EQ!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
397,V5bCQAzNzcxNDQ5OTaIqrNpSQgGEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaIqrNpSQgGEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
398,V5bCQAzNzcxNDQ5OTaHqrNpDsgdEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaHqrNpDsgdEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
399,V5bCQAzNzcxNDQ5OTaGqrNp4l8YEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaGqrNp4l8YEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
400,V5bCQAzNzcxNDQ5OTaFqrNpi3UoEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaFqrNpi3UoEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
401,V5bCQAzNzcxNDQ5OTaEqrNpV5o8Eg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaEqrNpV5o8Eg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
402,V5bCQAzNzcxNDQ5OTaDqrNpeVZOEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaDqrNpeVZOEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
403,V5bCQAzNzcxNDQ5OTaCqrNppJ1IEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaCqrNppJ1IEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
404,V5bCQAzNzcxNDQ5OTaBqrNpBjJgEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaBqrNpBjJgEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
405,V5bCQAzNzcxNDQ5OTaAqrNpGjRtEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaAqrNpGjRtEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
406,V5bCQAzNzcxNDQ5OTZ_qrNpRY93Eg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ_qrNpRY93Eg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
407,V5bCQAzNzcxNDQ5OTZ.qrNp93p4Eg!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ.qrNp93p4Eg!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
408,V5bCQAzNzcxNDQ5OTZ9qrNp7DqREg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ9qrNp7DqREg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
409,V5bCQAzNzcxNDQ5OTZ8qrNp2YioEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ8qrNp2YioEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
410,V5bCQAzNzcxNDQ5OTZ7qrNpg.maEg!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ7qrNpg.maEg!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
411,V5bCQAzNzcxNDQ5OTZ6qrNpwh6zEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ6qrNpwh6zEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
412,V5bCQAzNzcxNDQ5OTZ5qrNpd9fKEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ5qrNpd9fKEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
413,V5bCQAzNzcxNDQ5OTZ4qrNpwozWEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ4qrNpwozWEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
414,V5bCQAzNzcxNDQ5OTZ3qrNp95rSEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ3qrNp95rSEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
415,V5bCQAzNzcxNDQ5OTZ2qrNp2iD4Eg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ2qrNp2iD4Eg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
416,V5bCQAzNzcxNDQ5OTZ1qrNpMjjoEg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ1qrNpMjjoEg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
417,V5bCQAzNzcxNDQ5OTZ0qrNpkZ75Eg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZ0qrNpkZ75Eg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:11,2026.03.10 PVG T2 浦东机场T2国际港澳台出发区72号吉祥航空休息室 饮料还是挺有吉祥的特色的，很多吉祥自家产品。 半镂空状态，采光其实非常不错，手机拍出来有点发绿，但实际上装修用料还是可以的。 吃的这方面没有国航休息室那么好，但是种类还算丰富。乘坐汉莎集团航班国航和吉祥两个休息室都可以用，其他星空联盟成员的情况并不清楚。,0,
418,V5bCQAzNzcxNDQ5OTZpqbNpzC1YOw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZpqbNpzC1YOw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:06,2026.03.08 SGN 胡志明市新山一机场 越南航空 VN Lotus休息室 热汤粉相当好评，软饮相当不错，设施也不错，就是装修风格实在是有点过时。,0,
419,V5bCQAzNzcxNDQ5OTZoqbNpB2laOw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZoqbNpB2laOw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:06,2026.03.08 SGN 胡志明市新山一机场 越南航空 VN Lotus休息室 热汤粉相当好评，软饮相当不错，设施也不错，就是装修风格实在是有点过时。,0,
420,V5bCQAzNzcxNDQ5OTZnqbNppU9aOw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZnqbNppU9aOw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:06,2026.03.08 SGN 胡志明市新山一机场 越南航空 VN Lotus休息室 热汤粉相当好评，软饮相当不错，设施也不错，就是装修风格实在是有点过时。,0,
421,V5bCQAzNzcxNDQ5OTZmqbNpg8BnOw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZmqbNpg8BnOw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:06,2026.03.08 SGN 胡志明市新山一机场 越南航空 VN Lotus休息室 热汤粉相当好评，软饮相当不错，设施也不错，就是装修风格实在是有点过时。,0,
422,V5bCQAzNzcxNDQ5OTZlqbNps2dtOw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZlqbNps2dtOw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 14:06,2026.03.08 SGN 胡志明市新山一机场 越南航空 VN Lotus休息室 热汤粉相当好评，软饮相当不错，设施也不错，就是装修风格实在是有点过时。,0,
